boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,grade,inspection_type,latitude,longitude,council_district,census_tract,inspection_year,violations,vermin_types,critical_flags
Brooklyn,11220,Bakery Products/Desserts,2025-09-10,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.634598802343,-74.020558209753,47,012600,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-09-10,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.634598802343,-74.020558209753,47,012600,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-16,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.642768411172,-74.012727045392,38,010000,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-16,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",A,Cycle Inspection / Initial Inspection,40.642768411172,-74.012727045392,38,010000,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.63759496887,-74.007350269514,38,010400,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-20,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",A,Cycle Inspection / Initial Inspection,40.63759496887,-74.007350269514,38,010400,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-24,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,A,Cycle Inspection / Re-inspection,40.641066436032,-74.014499524177,38,010200,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.641066436032,-74.014499524177,38,010200,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-31,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.639812876275,-74.005069693267,43,010600,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-31,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.639812876275,-74.005069693267,43,010600,2025,1,0,0
Brooklyn,11220,Bakery Products/Desserts,2025-10-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.638758825962,-74.00617217261,43,010600,2025,1,0,0
Brooklyn,11220,Barbecue,2024-11-17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not A,Cycle Inspection / Re-inspection,40.636453054622,-74.008571564118,38,010400,2024,1,0,0
Brooklyn,11220,Barbecue,2024-11-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Not A,Cycle Inspection / Re-inspection,40.636453054622,-74.008571564118,38,010400,2024,1,1,0
Brooklyn,11220,Barbecue,2024-11-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not A,Cycle Inspection / Re-inspection,40.636453054622,-74.008571564118,38,010400,2024,1,0,0
Brooklyn,11220,Barbecue,2024-11-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not A,Cycle Inspection / Re-inspection,40.636453054622,-74.008571564118,38,010400,2024,1,0,0
Brooklyn,11220,Bottled Beverages,2023-10-05,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",A,Cycle Inspection / Initial Inspection,40.636683320312,-74.011886375796,38,011800,2023,1,0,0
Brooklyn,11220,Bottled Beverages,2023-10-05,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",A,Cycle Inspection / Initial Inspection,40.636683320312,-74.011886375796,38,011800,2023,1,0,0
Brooklyn,11220,Bottled Beverages,2023-10-05,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.636683320312,-74.011886375796,38,011800,2023,1,0,0
Brooklyn,11220,Caribbean,2025-01-24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.648906087635,-74.009088497325,38,008000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-01-24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,A,Cycle Inspection / Re-inspection,40.648906087635,-74.009088497325,38,008000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-01-24,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,Cycle Inspection / Re-inspection,40.648906087635,-74.009088497325,38,008000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-01-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.648906087635,-74.009088497325,38,008000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-14,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,A,Cycle Inspection / Re-inspection,40.645255055897,-74.013822982061,38,007600,2025,1,1,0
Brooklyn,11220,Caribbean,2025-08-14,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.645255055897,-74.013822982061,38,007600,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-14,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,Cycle Inspection / Re-inspection,40.645255055897,-74.013822982061,38,007600,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-14,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.645255055897,-74.013822982061,38,007600,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.635152725649,-74.023289410357,43,013000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-18,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.635152725649,-74.023289410357,43,013000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-18,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",A,Cycle Inspection / Initial Inspection,40.635152725649,-74.023289410357,43,013000,2025,1,0,0
Brooklyn,11220,Caribbean,2025-08-18,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.635152725649,-74.023289410357,43,013000,2025,1,0,0
Brooklyn,11220,Chicken,2024-04-11,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",A,Cycle Inspection / Re-inspection,40.642645583797,-74.002097147991,38,009400,2024,1,0,0
Brooklyn,11220,Chicken,2024-07-03,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.645507981093,-74.00990963119,38,007800,2024,1,0,0
Brooklyn,11220,Chicken,2024-07-03,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.645507981093,-74.00990963119,38,007800,2024,1,0,0
Brooklyn,11220,Chicken,2024-07-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.645507981093,-74.00990963119,38,007800,2024,1,0,0
Brooklyn,11220,Chicken,2024-08-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.647747900349,-74.007574816996,38,008000,2024,1,0,0
Brooklyn,11220,Chicken,2024-09-30,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Pre-permit (Operational) / Initial Inspection,40.634196646744,-74.010887930884,38,012000,2024,1,0,0
Brooklyn,11220,Chicken,2024-09-30,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Pre-permit (Operational) / Initial Inspection,40.634196646744,-74.010887930884,38,012000,2024,1,0,0
Brooklyn,11220,Chicken,2024-10-28,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.641033494545,-74.014531946329,38,010200,2024,1,0,0
Brooklyn,11220,Chicken,2025-01-22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Initial Inspection,40.64096298733,-74.00384827725,43,010800,2025,1,0,0
Brooklyn,11220,Chicken,2025-01-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Initial Inspection,40.64096298733,-74.00384827725,43,010800,2025,1,0,0
Brooklyn,11220,Chicken,2025-04-28,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Re-inspection,40.640021281042,-74.008438705664,43,010000,2025,1,0,0
Brooklyn,11220,Chicken,2025-04-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.640021281042,-74.008438705664,43,010000,2025,1,0,0
Brooklyn,11220,Chicken,2025-04-28,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Re-inspection,40.640021281042,-74.008438705664,43,010000,2025,1,0,0
Brooklyn,11220,Chicken,2025-07-28,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Cycle Inspection / Initial Inspection,40.636675085218,-74.011893580371,43,011800,2025,1,1,0
Brooklyn,11220,Chicken,2025-07-28,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.636675085218,-74.011893580371,43,011800,2025,1,0,0
Brooklyn,11220,Chicken,2025-07-28,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",A,Cycle Inspection / Initial Inspection,40.636675085218,-74.011893580371,43,011800,2025,1,0,0
Brooklyn,11220,Chinese,2022-11-16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Re-inspection,40.635975426791,-74.009036287664,43,010400,2022,1,0,0
Brooklyn,11220,Chinese,2022-11-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.635975426791,-74.009036287664,43,010400,2022,1,0,0
Brooklyn,11220,Chinese,2023-08-01,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Pre-permit (Operational) / Initial Inspection,40.640191707981,-74.003718516892,38,010800,2023,1,0,0
Brooklyn,11220,Chinese,2023-11-02,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,A,Cycle Inspection / Initial Inspection,40.639340752125,-74.005538069089,38,010600,2023,1,0,0
Brooklyn,11220,Chinese,2023-11-16,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,A,Cycle Inspection / Re-inspection,40.64042224398,-74.004439175098,43,010800,2023,1,1,0
Brooklyn,11220,Chinese,2023-11-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.64042224398,-74.004439175098,43,010800,2023,1,0,0
Brooklyn,11220,Chinese,2024-02-15,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Not A,Cycle Inspection / Re-inspection,40.639812876275,-74.005069693267,43,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-02-15,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Not A,Cycle Inspection / Re-inspection,40.639812876275,-74.005069693267,43,010600,2024,1,1,0
Brooklyn,11220,Chinese,2024-02-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Not A,Cycle Inspection / Re-inspection,40.639812876275,-74.005069693267,43,010600,2024,1,1,0
Brooklyn,11220,Chinese,2024-02-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Not A,Cycle Inspection / Re-inspection,40.639812876275,-74.005069693267,43,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-02-15,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not A,Cycle Inspection / Re-inspection,40.639812876275,-74.005069693267,43,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-03-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Pre-permit (Operational) / Initial Inspection,40.637166513778,-74.010755104467,38,010400,2024,1,1,0
Brooklyn,11220,Chinese,2024-04-11,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Pre-permit (Operational) / Re-inspection,40.635133510708,-74.023296609505,47,013000,2024,1,0,0
Brooklyn,11220,Chinese,2024-04-18,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.637627908331,-74.00731784548,38,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-05-02,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,A,Cycle Inspection / Initial Inspection,40.635725427053,-74.011536716236,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-05-02,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.635725427053,-74.011536716236,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-05-02,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,Cycle Inspection / Initial Inspection,40.635725427053,-74.011536716236,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-02,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Initial Inspection,40.635141018065,-74.008971321316,43,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Cycle Inspection / Initial Inspection,40.638750591228,-74.006179378117,38,010600,2024,1,1,0
Brooklyn,11220,Chinese,2024-07-03,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.638750591228,-74.006179378117,38,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.638750591228,-74.006179378117,38,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-08,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.641492746629,-74.003322228373,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-08,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.641492746629,-74.003322228373,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-08,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.641492746629,-74.003322228373,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.636150770905,-74.012466362774,43,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Initial Inspection,40.64058949285,-74.007847847158,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Initial Inspection,40.635939638845,-74.010290121088,43,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",A,Pre-permit (Operational) / Initial Inspection,40.635939638845,-74.010290121088,43,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.64058949285,-74.007847847158,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.64058949285,-74.007847847158,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Pre-permit (Operational) / Initial Inspection,40.635939638845,-74.010290121088,43,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.636150770905,-74.012466362774,43,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-31,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.635110826868,-74.008953302549,43,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-07-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.635110826868,-74.008953302549,43,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-06,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Pre-permit (Operational) / Initial Inspection,40.641443309963,-74.004248269348,43,010800,2024,1,1,0
Brooklyn,11220,Chinese,2024-08-06,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Pre-permit (Operational) / Initial Inspection,40.641443309963,-74.004248269348,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-06,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Pre-permit (Operational) / Initial Inspection,40.641443309963,-74.004248269348,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-06,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,A,Pre-permit (Operational) / Initial Inspection,40.641443309963,-74.004248269348,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-13,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",A,Pre-permit (Operational) / Initial Inspection,40.635895574904,-74.011817778299,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Initial Inspection,40.635895574904,-74.011817778299,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-15,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Re-inspection,40.638798920152,-74.016880704189,38,012200,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-15,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.638798920152,-74.016880704189,38,012200,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-19,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",A,Cycle Inspection / Re-inspection,40.643801152149,-74.000926076295,38,009400,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-19,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Cycle Inspection / Re-inspection,40.642140533189,-74.002623216731,38,010800,2024,1,1,0
Brooklyn,11220,Chinese,2024-08-19,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.642140533189,-74.002623216731,38,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-19,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.642140533189,-74.002623216731,38,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-20,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Not A,Cycle Inspection / Re-inspection,40.639549141438,-74.0089286781,43,010000,2024,1,1,0
Brooklyn,11220,Chinese,2024-08-20,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Not A,Cycle Inspection / Re-inspection,40.639549141438,-74.0089286781,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Not A,Cycle Inspection / Re-inspection,40.639549141438,-74.0089286781,43,010000,2024,1,0,0
